field1,field2,field3
5903,3070,AZpI
7319,5509,fH
7547,6246,gxKmM
7224,2293,xeZsp
9365,1647,wAcr
6333,7763,hVn
2736,738,"q "
6811,7478,jzVO
7559,5382,yNRL
8442,6074,VPP Z
911,4170,PD
442,3983,tIY
8506,3764,eGBZD
520,8930,aZaXm
9415,2305,neT
601,8153,AQ
739,6506,fseS
569,4235,nohS
5935,1612,Iu
3404,2058,lc
56,1643,Xs
2494,5067,Klv
7406,4999,ivumG
6010,9984,ES
8895,36,Mj
8843,7799,mAVKV
6731,5353,CnHoS
1968,6114,wI
1112,3631,nGpu
67,766,cG
8905,7644,WMcW
4748,8672,rPwcN
9753,7469,JK
2289,4707,ZES
2914,454,yviNC
6186,4710,SP
4583,7968,rabgO
6438,8438,Vymd
2981,4505,KLDi
4194,3939,mh
8013,4725,RDKbj
2741,6782,VB
5434,2401,grhHx
5186,9560,su
7629,7266,CbJVU
782,2988,df
8927,5388,BwP
524,5041,as
5359,9073,vHCm
5732,2367,CNvJ
4497,5908,eRPzn
6188,4995,Vb xj
5442,1572,Fb
1292,5713,jes
4540,6,HcqW
7435,1752,Vwvl
9275,2779,ys
2571,4767,tE
4232,3509,GKZE
9185,8160,Zl
2700,918,ngCR
2225,2417,UxqU
8632,9989,ho ZX
6364,7726,RxWR
1615,8200,"B "
3145,2059,xdwAg
2555,1001,Ysfbz
7629,7940,entR
2181,6112,jGKnu
6510,7150,jyi
7100,8377,MzD
4620,1804,jYPO
5398,9117,rn aI
2748,882,fxybz
3270,4707,uPRQ
491,7373,WE
1657,8986,grvf
8557,6171,bdapa
48,6494," Lzwl"
6922,1199,Gg
7169,4733,JLsaq
9248,536,VdG
4149,1187,"eDr "
1562,4399,spgof
3050,6275,RUgmI
3719,3176,Gu
9791,7577,CnLv
8234,2367,gI
1849,6446,yPdg
1330,72,Hy
5959,994,bTcG
9587,3111,czVmu
8456,8183,ChfX
3547,2142,oGAIw
8197,3144,oXRP
53,7058,zUg
5168,9304,su
4042,9856,NroT
554,9629,pkx
6862,9250,LzGro
1010,5189,iBr
2932,7066,iCs
3144,9085,zLyU
343,4554,AAMv
6216,7556,mOp
7856,4994,sPB
6061,8974,QFfg
7910,929,JLh o
9427,4590,cTmIX
7578,9266,qL
8916,6701,pWU
6759,9484,yRH
3370,3312,laA
5242,8933,SDIkI
8414,9503,DeDIr
3406,3439,Fo
357,9850,wZ
856,2446,PUvzT
146,6068,Xc
4030,5403,pXp
5685,2825,qND
996,5041,tPV
1021,4823,ZI
7444,6819,LliLs
607,6661,oQFJ
7917,8383,CFTZ
8263,4909,dpSC
1815,8920,rv e
8667,1586,rfeE
9786,6815,xSUH
6972,8776,FCX
8993,2720,xWU
6068,9236,Wr
6677,3270,CMB
4825,9803,wrNF
5009,400,jO
5869,5126,HyCC
7489,5854,Yb
7532,1992,aQ
6697,3294,TfSg
1429,1276,sDsT
8220,2196,kP
3171,7289,CL
9941,9670,Ojyo
6052,8825,BVCG
1778,1099,fE
1116,8810,Hqxe
2156,9913,rRi
8537,868,EU
5601,8420," yKY"
8702,8582,RRg
6457,3261,voEN
7776,3695,Ca
118,3545,Vp
7613,9711,OhvHK
7397,4112,Djo
1847,7329,YM
1058,7353,I XmD
3921,1967,DDeGv
2843,7419,kJSC
2039,3616,Pis
9108,8304,CSS
7386,8980,ZqCj
4979,4712,za
3771,217,OF
4266,1308,NOINM
5195,4171,VGzZ
1230,4527,CzXCR
7009,3090,VIwZ
5550,6284,wo
6680,4716,eY
4029,1784,TUQd
4928,9072," vvmL"
7165,2914,tkc
2455,1576,PEa
4552,3252,Ue
7192,630,oyZ
8129,8505,fPetd
1617,4216,hMuU
4917,7004,Wt
9002,2995,ae
3491,873,Ni
414,529,iHQ
5667,9934,IDE
1118,4103,eRnlA
5864,8735,myJ
9739,4480,WuLhV
8436,4591,mHLfB
7435,4621,Yb
8675,1960," V"
4798,9493,YrQW
2923,9749," zU"
7965,2401,bptX
227,8730,WZV
3907,9436,EWk
2816,4578,KTwJy
543,9761,JvSog
5731,5397,"K "
5704,1206,si
1204,3089,dJ
4042,5762,sQwIC
423,6286,WbC
1664,8564,Zp
3716,2167,xJS
6834,7953,CsX
2774,4607,Ql
4877,1682,qG
1179,8958,pLkK
334,7067,nR
5045,8194,ar
8508,7614,FTce
4485,8778,Pgb
7453,5371,bv
1187,630,mF
1383,8895,aNSC
9391,8195,bCyw
1796,6259,PVsp
5474,5151,lP
8860,5859,rPbEI
9220,701,jBtF
6557,8386,YLls
4029,7524,CFVTm
6780,8788,VMH
321,1587,Glmi
2085,3512,ShFp
3439,6840,Nhx
6435,4242,Sq
4853,8256,QzPs
4912,5240,EhMfa
7661,1722,Og
5275,2139,"iG "
2633,4471,Ee
6701,5731,ETrmT
737,6496,IbQb
6462,7411,biWL
4941,7056,XRV
5734,7664," n"
5971,8627,LjzcA
6115,1286,"aq "
393,4838,JPDg
1983,9350,vkJ
6418,207,Qk
9043,9881,bXkMx
2721,86,tG
7841,9291,ZtrUk
8925,1777,SyB
8449,6179,wB
5536,8781,gbPRz
1966,6106,EygM
7693,9961,hoR
9955,2215,uPDfr
3594,7185,pJ
8972,6279,Yip
8885,3502,bnX
6855,6596,AlHcC
5581,4971,Fr
5973,1275,RFDBf
980,3231,aIzJx
8726,4552,KA
1330,8493,tBcvh
3868,3118,rfOF
5401,8759,ng
9678,619,mBkYn
488,7103," kl"
9318,7958,mlB
9337,5083,Vzz
2852,3175,euIv
5745,4067,PlaVT
7884,2296,fz
7379,3365,gA
8439,9336,AVxMI
3968,5889,hW
1716,4394,wgfs
1534,3990,Aua
4237,10,"yy "
4442,4073,Xuof
3993,5519,OKG
9863,1227,SyrP
8874,6957,hvP
6789,4770,mUL
2726,6520,JjyS
4215,8939,zXDob
6832,1328," uKnp"
1959,6196,DzBb
7450,8506,yEt
7134,5930,lZRT
975,5936,ACO
8770,6739,faVU
436,248,zdys
2411,1878,Ci
1436,1362,Zoa
7168,2847,YDZy
1551,5145,nmci
1317,903,uvSX
4247,3353,ETQU
3891,5645,NdaSP
8118,6760,zE
296,7522,uHX
2851,8775,MZ
8115,737,XL
4642,536,yfn
4967,7986,TY
2139,8105,MSHn
9629,9521,mo
4539,5229,PsKqu
2667,3307,jb
814,3407,velS
4319,8558,CT
2965,8129,XMj
7767,7317," IqiI"
1700,8253,WRO
1325,389,qvLhK
8324,4087,sGi
7357,155,eA
5250,6902,oh
6223,739,Hq
3675,7368,auiV
5054,1226,dZ
2581,397,VYRd
3516,7604,AN
512,1174,PpPCL
8987,2573,xTlkv
7809,1734,JwZsL
6277,8258,PN
312,7480,NE
9512,6368,NvNp
3264,1364,LZg
8342,4150,EX
2215,3207,jT
3798,9117,Cb
6183,7707,mwaE
7548,8524,yeXjW
9353,8259,dRhwh
2681,633,FwPG
4040,6039,uJ
7320,8778,Dl
2785,5598,fCICo
1372,9591,CYL
9990,2969,yWk
4710,1785,bN
3341,2169,"h "
9110,8348,aLfl
967,1106,pznZU
2228,4368,ysFE
1409,5671,VlfWn
6048,3740,Qp
4522,9186,Hr
5454,8733,ApKP
8702,4664,kmNF
8906,7973,lbsN
836,3405,wIQ
1403,2241,ZhJr
1188,4894,jmHBj
5676,5982,"FpV "
9726,3961,ioUB
918,7298,pjF
7600,2246,WJJF
4999,4523,XCupg
9952,7666,sV
9554,6250,AIzr
2203,8330,ylaTu
905,2606,KFmLi
4887,8722,tdq
7147,82,aU
9359,5147,R XA
8146,7699,rDMg
5806,1730,JlOx
6525,1538,bfqLZ
4945,8832,EY
4321,4695,dV
3519,1411,Ry
6480,2000,EF
8915,3746,Cu
4084,4181,EAAXU
2137,9484,IALd
5910,5345,RH
1518,827,xEe
8429,8657,ZlNKS
4924,9777,cUb
6709,4049,rxjM
4846,8449,RD
7717,7370,xy
454,916,h E
2018,2974,Ed
8358,4513,ToIgs
1482,7008,kSQ
3580,3446,wg
4061,1060,wgy
8817,9239,qLc
6290,163,BjFTK
88,5257,mKf
9360,3553,whoB
262,9751,Tb
5397,5461,Rc
8971,6840,mRNUN
6142,1520,aUVck
5845,4918,nU
4306,6533,dZsJ
4460,4647,CQ
7135,6764,YLem
9480,302,ckcPS
1030,4919,OC
2924,8556,uSBR
5344,3427,AV
3078,4828,KHmJ
1049,4686,iJFqQ
1105,749,cUNY
6578,1928,hZFea
1393,3943,Cm
6245,5142,mmudf
5771,5664,QvwCA
1519,4725,pPN
944,7261,SGw
5645,7100,"b "
649,7970,fwbhH
6539,619,kcXlM
5169,73,DeO
515,8561,oCPF
1162,3012,jYLR
6266,5916,YGhj
8879,7981,BYq
4912,8286,STFV
8302,8102,Ylff
5580,1660,fbilc
4449,4086,RrMh
4021,2674,kg
4224,623,fGY
9504,9638,YaoJ
9209,9131,r vL
3946,7421,MrPz
5758,9262,zrJGB
8530,9300,pzH
4272,3378,BRRqu
1111,6040,cP
2185,4381,eiP
1374,4216,iph
4279,4333,imO
8308,2590,avPyE
2556,2961,Xl
2711,7238,zxB
9154,5355,rN
8802,3731,Rtc
3770,9256,lyF
3210,574,zSq
7661,1045,GEpKn
6698,521,ntKu
5911,5120,aTwzg
9053,6451,CiV
5829,1043,"KUB "
4007,2212,kf I
8802,7253,vYcm
2386,49,SXO
345,7978,DGMgL
9643,3553,Gpa
8971,8546,GZhLY
3757,6955,XRRZ
2102,9434,Mx
4192,774,Yg
6247,814,NCT
1877,6305,dJNa
607,854,Gcc
258,6028,qJHe
409,2377,TBG
6741,3660,oVj
9657,4016,QFtY
1339,5917,cnlIK
6315,9276,uLnz
7979,3022,UVcH
707,9212,NrHaG
1404,5210,zlihM
9307,367,Dr
7130,1556,Xa
4100,5175,QalM
909,7146,hOc W
7759,5031,Xlqz
9266,4213,Rq
8523,2813,SfALs
9961,2437,hDZ
1174,1075,CR
3461,6447," VEAU"
54,1695,hSy
6646,2956,ZKTL
3750,322,HKg
4215,4098,KTsg
3403,7775,PRHi
261,3418,ZG
9977,7948,uTrJ
8258,2850,FlbeX
571,8706,mu
5508,8727,PM
1571,7172,QT
8310,4637,HqhoC
5752,3987,sHnMu
2703,4858,srZ
1648,2700,RB
9015,4175,FCsmo
2854,3466,dnYom
4296,5892,eCjD
9726,9373,OzVub
103,2870,CtN
1176,8215,Bfz
2447,4856,njugN
883,1713,wPkoG
2058,8383,waFPT
5219,3194,klU
340,3610,pX
4547,4645,reE
200,420,PBVnz
2937,9989,mwzTV
6729,5849,kXVa
2567,5812,AjD
5466,6718,SuCY
8835,8873,meqM
4599,1501,RX
2558,5075,fbxm
4153,7550,TerE
199,9610,aUcH
570,4926,QTc
7382,6957,Er v
9299,4246,xCkKb
8640,8448,bupCZ
6225,4740,xNA
8085,1878,tj
372,7202,gSW
1512,7645,Vcrhv
961,5983,HXF
5589,7318,uZv
7782,8617,gJdaU
1466,3464,qOHcg
3370,1888," xs"
3718,1859,rJ
9677,1000,NpFzA
8866,8923,LErxk
5384,948,Zfo
962,6596,STWIs
8842,2221,NwMGD
3938,8491,FI
8218,1859,VrvSY
5930,6724,gBCR
113,9566,tlbR
6372,6692,TaH
3808,5393,iQPAd
3851,3085,lRT
7146,7748,mUMCc
6875,2129," tZNr"
7238,3262,XRfQK
4692,6106,cZpqX
7076,881," Z"
8928,9374,wdX
3770,5535,FyD
2256,5493,nSjQ
8752,1281,KfHhF
513,4205,wpJBN
596,3711," O"
9160,7347,oGyx
6242,8496,efEPW
9672,9171,dR
8980,1454,ZI
629,4923,ow
8116,8503,xIDCL
8461,3879,yqhyw
643,4133,sFar
784,3422,fCp
6454,9961,jTAei
5212,2116,KF
6441,9352,Tjr
793,1905,ZtGy
8671,2430,lo
3144,9111,koF
4829,9236,WUcV
8340,7396,quZr
9520,8483,dBwM
2746,7710,nx
848,7313,UB
8008,1898,oiVCb
7004,300,DJZq
5553,4396,NnEK
3201,3211,SntY
7325,9771,idaRm
4447,7613,Ycd
2543,1420,JJ
2845,5868,hhz
173,2393,NffG
5555,8476,XZp
1271,9482,UM
3895,6815,dkqPC
201,2207,NHAE
9924,5504,SSJ
104,1334,cRNNT
5626,139,wwWHL
4699,6683,ei
2411,5250,WGyd
2994,8316,QoO
1910,9412,ov
3385,1422,HISAz
2784,414,gt
882,6805,UNzPf
5736,9068,xWF
8286,3183,sq
4931,5469,yOY
2774,6712,jqbMD
972,3520,UI
8517,101,xR
8297,6751,IbkY
4969,7278,wftth
6459,2457,SS
8301,7977,uzbr
2829,4641,OYa
1948,8501,ghRgn
7898,7407,Tonu
1798,9811,gdo
2332,6519,NhY
6335,8006,pEeXW
7274,5823,eaff
7694,9418,aSVwu
1257,4952,tRrFy
6635,2104,LKeQ
7251,8906,yf
5106,3310,Wwh
543,6239," nCWf"
7966,2548,xlRHo
3880,2755,piOqb
9066,8195,cNXdg
9389,4597,KKhV
235,3707,KptK
9100,4127,gbn
5734,733,OHny
3237,2247,DjkuZ
8961,5827,ByQ
6029,8186,"J "
8912,5173," ULLT"
3464,6924,cTx
6157,7767,Rhkc
1268,4668,CJksp
7012,6028,oXPDm
7453,881,xC
4594,2286,BrLbg
1964,5386,NGnNo
4537,4195,woZOw
7593,4575,Jp
4870,9641,UPf
2028,5296," J"
8318,8608,Msg
7484,148,qxdD
7585,2665,MNcJ
6142,6190,QqTV
464,736,Ka
2894,5905,"C "
6222,883,fHp
8454,7881,PXLEU
9219,8204,tLsFE
9383,2029,Kp
9389,8289,JvS k
6658,3138,lT
7088,1638,KLS
4801,9132,QrjyR
6707,5481,zx
4441,9345,xZAD
374,5652,CMS
6301,3486," u"
2638,8466,BoUJu
8421,6808,FENWk
9983,176,Rkl
7095,2644,qe
7337,1107,aGA
5931,9264,MPqSw
1466,2901,MQS
3426,3975,fr Et
9821,8944,RpQCW
3461,8092,vJmQh
870,5091,NCKy
627,4188,PTpWs
4933,9291,CZtYu
3241,2286,zoZ
3349,8682,YSim
8457,3533,bc
9555,6302,FCiD
6532,9510,DjEl
3538,1140,fM
2676,4126,WNDtB
5443,7944,UDWH
8021,6766,ZcBdj
4614,3045,QbYvk
1419,4859,adTvZ
7330,2643,qu
179,5675,hoe
598,2745,Tdr
6440,9322,SkVW
3684,1091,sZ
8774,5448,Jdkgv
3174,6876,JZO
939,7988,cH
3332,8785,KUi
8732,5337,qhqe
4266,7403,UXR
6827,2462,"omI "
6203,9404,lfe
6235,302,IHko
2701,3607,tuQY
9817,5893,Il
5914,828,rE
8782,5451,KJ
243,4098,FqxK
3677,2973,WAmiv
2697,8926,Jfr
2399,6897,C dvS
2530,1721,Ezkk
3378,3185,aW
6574,8732,TbL
2320,4797,YH
5690,7222,Fqmn
9700,3311,iEzlM
1501,3697," X"
4477,6507," Fv"
9813,3745,sEvjJ
4496,5071,eta
7486,3692,Wzzz
5032,6691,"jx "
3726,8096,Cpb
3550,3745,QtoRo
4597,9914,gAi
468,9631,DOfv
356,7967,mrMbC
6620,6333,SBave
5486,2145,IVk
3389,3388,xmH
7696,7105,Bk
3310,194,XI
697,8643,bvzo
742,5709,uik
4230,4105,ovWZ
9076,470,xi
1897,2479,GILT
7241,1404,bZ
8716,8818,pCD
5472,3330,zJw
9002,35,rCY
3610,4782,lVzGS
9948,4893,cJVZD
3708,5010,CAQe
9919,633,yD
6611,8162,AdXGx
7980,542,rA
4057,5822,OdqXX
6854,1415,dEEvC
9665,2153,lVYl
7477,385,YAVp
8863,8890,Yaq
7607,6188,jq
5573,4817," P tb"
3556,1547,Qs
8496,7537,PL
6664,1334,RBkrA
3480,111,Cb
6573,212,SeYgU
3508,8454,mfsXA
1980,7707,GzW
1976,7629,VZIWn
8199,5703,aWftP
1739,1465,mVm
1799,6489,jsywn
936,8308,Oivx
9261,2949,wl
9066,2869,Rwy
8465,4336,yhfK
9646,3770,PG
3949,1059,ck
4427,4497,Crq
4408,7933,ROVs
6825,938,oYmP
8384,6105,DbD
6731,9980,HEhq
9190,696,Iy
3964,2638,envBL
9968,7912,QFC
6174,9474,ETjy
520,4651,VO
9995,1784,Ubhy
8344,4339,mKQ
5912,5948,OF
6716,8594,KH
8971,8425,srHN
4544,6157,sxF
5185,3379,pEMPv
9271,1693,VaUz
8549,4704,gIWy
3027,3800,kEm
3641,3149,sY
1731,8253,mP
9311,711,uQU
576,5430,qCsp
4307,5007,vBtvJ
2931,7146,uC
1397,8407,QcuXh
3175,5737,shpTL
3148,2167,HUHid
5657,2602,"BD "
8995,2518,kGG
4647,9199,LvoNE
383,6208,Ku
2624,7458,icNp
3506,8858,Bhmo
4524,3801,PUalg
4068,3637,XjuD
6053,707,enZMU
6424,3910,VQE
4073,420,bCc
4917,9016,BI
4578,3977,xOkU
5049,4450,AJ
9344,6208,JhnD
136,3009,yV
6288,2921,ttVi
9839,9428,wXt
5771,2822,DQ
3831,9414,MR
3777,24,AWUHS
2396,9575,hyLH
8900,6581,Mm
7352,6977,NI
8272,6515,ZoNfs
3121,9390,kemoS
8888,7712,feHi
4127,5462,qF
3513,7691,JmOnV
6890,5017,jvAP
788,6245,cXKTK
1675,5965,Yg
3500,3102,jNqR
5383,1586,sy
8367,5999,OX
2990,515,eR
5517,9671,SB
4538,4239,tCCrZ
2125,6589,LM
8934,2669,ni
1629,8083,AQl
8262,8455,CoEni
2140,7493,VJpAP
6510,6984,xZSjb
1090,8162,mgiFT
3686,545,qJZmp
4277,2016,JX
1680,8845,mCKAy
2125,4758,HxbN
7377,3565,uJP
8651,4672,le
3019,2756,bqEw
3159,3650,ouDJu
1155,6961,oiXxm
3769,2654,CZd
2140,5818,mGB
6963,8918,Emi
2762,3449,cG
6391,1857,XjTlR
1791,7084,cA
8377,8068,QHEOB
4446,7169,UPB
6505,3382,Sbv
9038,3402,ltZnX
277,2215,Kt
764,776,EUuRH
1567,3265,DFCg
6921,6228,Agy
9690,4950,cKhOm
9346,4810,gFUA
3405,2228,hF
5249,5337,Imn
2395,886,bgWbp
6701,5646,oNlw
9902,9786,OiD
4730,7523,dwN
986,159,DFAr
1330,6265,iBzCU
477,7783,DqPdB
6837,6711,nPD
7726,8483,rO
5296,1216,aMC
1509,9789,bIo
7945,2382,oNTqm
7744,2131,uHyT
2391,2917,eW
1964,7285,ThxK
9686,3921,iZOAP
2868,9700,OCDeU
5438,6110,QC
1393,1775,FGgt
3639,9300,RDi
5885,6613,Bkol
552,5969,GGphv
7712,1861,Mj
6639,6023,RxJm
2913,2938,S Y
4626,7278,oCD
7582,4594,intBa
5209,173,UECjE
4149,6099,IfHET
5444,5443,Gtg
7984,3206,at
7887,5017,wS
6143,7282,RV
1317,6305,KyGXP
1197,3688,XyAID
1826,1466,bETZH
3362,4570,knU
5587,6029,FNaq
5765,4011,zAyn
7187,4329,JOF
1211,3521,B vP
1508,3645," f"
5674,6327,rrBG
999,776,Oa
5492,7253,vUBy
9619,8139,QiBJ
328,7403,yk
1028,877,tAQz
4569,6159,vVdu
4451,6434,QbIrw
5109,4908,TjkO
5909,3541,Jo
5772,6813,PO
7670,1361,cI
4376,6870,yNxIA
9825,3646,SoCu
4398,9524,C k
9189,6842,VkLc
5128,9557,vV
339,7314,lRK
2557,2193,tbbd
6673,6583,ARIrD
1625,4995,DIWKo
7012,5039,VmU
5408,1830,hEzpW
1225,3338,mvapy
7859,5055,gwndy
7364,77,HHDT
4574,2162,ecqF
4453,440,Bpu
3558,9266,Gj
1167,2579,kqf
8308,1178,E OkT
8157,3906,BaadE
769,5592,eS
3424,9770,sCxds
8270,1097,DeD
2095,2000,wP
3260,6104,mlLuC
8106,3862,DQyv
8381,8331,dKqPi
117,3194,BDBUH
8037,7253,DZip
554,404,bWdNS
3705,7951,Hzjyn
5832,8422,oAN
8738,599,lY
4606,1135,sWPVc
518,5062," coC"
8761,697,sBgWa
8468,1534,RlVb
2479,5782,zkJtk
7039,6747,"caQv "
3919,1348,dEL
4757,5585,Jy
4713,4473,XWyB
2755,6906,nS
7745,3363,xzZ
4914,3617,uXVc
9170,7187,yNr
2858,4358,boSwB
8275,5896,QFGW
9745,8450,Ieo
1887,9449,Rq
3365,6618,JoUis
6136,8676,"cY "
2957,9240,gT
2076,4804,UgKJ
8734,4722,PyU
1405,3644," X"
1979,9854,ffBf
801,2249,ysbyK
9520,9532,zzKB
4341,4022,JV
7244,7462,yQ
5597,4080,hTvX
5734,1366,AwAs
8335,363,SVnc
4554,3875,sV
3565,4761,TUpXT
8799,8050,tzym
1886,5312,lJAEW
1313,7739,YgfgX
7995,5816,zKPnM
4192,6552,mtRE
1281,4779,bo
1534,1612,PRt
4836,7363,LpKAy
6659,3476,CuxUR
518,965,"TFL "
8094,9651,eIu
4671,3082,Tk
2193,9193,Ou
6823,3922,ETTA
7663,990,kem
9066,848,gF
3916,730,sL
2737,2440,PRU
6782,1264,bHDuE
7811,7100,Qaak
5387,6647,nnO
2196,7678,VFrCg
9741,2920,Op
5662,7372,GUW
7241,4930,wiGN
796,6396,jMy
6969,2277,kfOyE
2850,5239,eATkX
4935,3495,poSKB
8097,8817,Gpj
1611,3658,nXdC
8219,7739,mqP
3811,1148,wHyY
1202,9693,AcbWC
9722,4098,dpWkB
2201,2317,SMBN
8615,6116,BoxdE
4573,6998,EZD
178,8091,kBl
9149,6651,OCfl
9924,7803,ldDJI
7918,7521,ApnQv
7475,7961,mlJ
1102,8845,ow
6369,8511,rHn
9535,7477,idHjX
4295,2761,Ud
8611,9086,HxM
4160,9359,ed
5844,5471,AUhbq
2009,3572,pTjh
788,4422,rEt
3536,3769,Tsa
3835,9515,ggWFb
7014,368,Njhg
7599,922,"  eo"
3301,9093,ZhYz
7928,220,oBQwf
7216,1777,SpOoC
9335,6240,nnq
3468,3239,zY
9994,4052,Tl
5936,6605,Sn
2197,6436,xr
6902,8785,PMHHO
3614,1612,nmQV
9559,2335,zBf
7561,1267,bglfR
2525,2967,gI
5741,9562,XU
8914,8955,EwEE
1625,7859,wUAFd
5034,7671,LXF
8681,5511,ZXvoX
1749,8786,WmOyS
9067,9210,Now
5476,4501,mZ
844,1941,ak
649,9067,oopYW
3313,649,dJlZ
8746,2188,nHCG
7040,568,Oc
1594,8751,sGLn
9953,9595,Kqfx
4903,2159,DSteB
4165,9856,fY
9496,3821,Ww
4493,2869,ZM
9801,15,SQS
5937,8983,ySE
8387,4417,"Dx "
3984,8723,qEwte
185,8992,fSjZd
5641,4740,lS
3649,729,hdC
6350,312,DQME
4824,8085,AC
85,8555,f a
360,6770,cCC
6178,6260,aDI
8710,2025,paDa
8481,7547,iv
6640,3596,qPD
2810,9907,Sd
3604,430,JcFcG
593,4393,QYa
9586,8040,PM
7888,889,zBlQa
2391,7385,Lew
8724,9585,VipcP
7369,4434,i TNU
5122,9901,WYwPg
2315,8954,lXg
105,9743,VV
7522,7301,wI
7321,348,OV
7852,5654,FOlDG
4836,2950,pmUqI
4070,1796,Lk
3,834,ZBKo
5982,8307,lG
7949,3665,fTqP
5367,6240,Zp Z
4103,3121,OXIQp
7382,5362,YN
9030,541,PFS
3627,7972,qG
1308,4118,CpeE
4914,3085,LP
2032,8875,rd
4745,5431,ff
1638,6396,GfaWy
345,4314,Zxt
4462,6117,FCzy
8263,5960,GU
7288,6780,CJVO
7020,2542,yZQj
7441,2879,CpZ
9260,8582,VYgmc
5504,375,TXi
3775,7512,pSKkf
5730,6205,eL
3020,6935,lSsl
5085,5773,"RNk "
5947,9088,"V "
9324,3012,Qhp
4025,1748,jigy
2572,7316,BmqvN
2080,8426,HbHfS
3343,3991,tL
4047,1745,CMXo
2258,4299,HFoTL
2754,2230,"BB "
2807,9244,YYYv
6507,220,yGnJ
127,3669,CHK
7553,9913,yG
4702,8610,dwvQg
4039,8522,LSeZ
5889,2732,MC
4502,3791,zFG
2982,8347,Bmhi
744,8821,R W
9835,529,wnyE
9961,2445,yDc
1265,8651,QZ
5304,2878,OM
3449,1679,Jc
2216,7298,xBO
2473,8472,hXc
9271,643,NI f
4441,8888,eJCsF
2516,7277,frcF
9232,6222,EDb
4060,9385,xK
2601,8951,pcv
5592,1957,YnfN
2126,7170,mA
3734,8490,LcLj
4611,5770,gc
8643,3940,ZWl
274,5879,CnO
7872,5090,"Q "
8788,3518,RM
138,3476,ea
4748,9283,OmtJP
9639,9466,dpnQc
7081,3550,nV
1782,6289,WETYq
2353,2994,hYq
9971,7248,FNp
1691,2187,UpZJF
4425,7874,FQyWZ
9183,9863,GQj
4910,4868,Vr
1846,9350,snY
9314,1012,cVs
3772,6677,bfcE
6458,9395,yEso
9761,3049,w pd
1576,3909,NSIuN
8512,2383,UvwTs
4190,2401,mdANB
408,7342,K y
9817,309,pqQSy
3887,8750,SsZ
1829,9107,Pj
4943,6165,JLKj
1925,8477,Fuw
9963,5356,"NJ "
1953,6768,KQQ
7126,5658,VA
7385,8407,UHFGM
7339,7984,dSUBR
7958,3247,LoXM
4411,6192,UF
8189,2466,PMJG
8814,8030,IRxZf
2878,2310,OFxgr
3466,223,Pt
3002,7931,Rs
3404,8467,Tx
6838,8949,s OhD
2836,3018,stavP
3804,9174," ohql"
5324,8282,TRTvY
1236,6177,Vp
6633,3853,QeeF
6566,7057,YOKNH
8049,9667,sLrg
9655,21,lsDpZ
3132,9503,njjK
2174,9828,M Nq
6713,8307,aV
3082,6192,BEaBD
1502,2314,"XGLk "
9282,4486,wB
3863,4038,KTTl
2306,322,hIgP
4993,9822,EHo
3934,5148,LsyFC
5773,3673,zZ
3372,3493,Jjd
7068,4094,RnCDs
4198,4164,IQ
9507,4184,HaDeO
2798,7662,Qj
2070,1613,ZqS
6145,8220,ixg
4947,8340,Xy
223,2859,BN
3722,2026,LQ
5030,4943,Np
3271,7377,EDr
377,5169,EO
2435,1454,xrSx
3092,9490,DW
2994,5825,Da
158,5554,gVwXe
4766,9041,WwL
4666,8563,QOqr
3681,1218,omcA
4771,4235,qRJ
3962,3570,Ocs
9533,9253,pf
6484,8684,"g "
6498,2693,gdAqs
7571,5690,znN
6771,5098,"nagi "
1681,926,tg
5104,2047,cHFWD
2038,5582,eERaA
6245,7742,cbI
3113,2060,Sm
9320,5484,AY
172,3539,GtJp
9003,8204,YSXzx
5608,4187,HBxU
981,6948,XdoB
8133,1708,QzvDU
6730,4972,MK
1342,6452,Js
4388,6338,iTi
2494,3400,sGoj
7300,1292,mexbM
8231,828,GNovw
3576,203,cVVZp
4961,5863,ejpho
7021,8319,XKCCU
4750,3631,JFX
2128,7241,"mJc  "
8818,6170,hMAA
3466,8710,Pba
5879,5464,HKh
7656,4270,pLe
9437,5230,NKD
5801,1865,trnUp
5063,7186,yuV
8047,1445," ulKb"
4089,9401,NFAl
7494,3541,bPY
3607,8676,dM
3835,3858,vDdhx
8706,8040," OI"
1963,4416,N e
7742,3399,jOb
2382,3473,GLerm
3861,8582,RN
6536,5908,pOZc
6824,6647,tlgP
9475,8853,hRV
7427,3542,bNuc
8053,6139,Gybi
9092,2465,Jaf
7160,3560,dBQh
5740,5710,JDYnl
3237,3800,Zqv
6168,7369,kqK
4060,5222,fNW
6490,2875,bt
6659,123,wc
230,9320,aYD
6461,5965,Szk
2844,4149,CAU
3208,760,RPKEO
9106,3012,UMXN
2253,5802,JEhfe
4578,6076,jR Vm
782,8705,fPXpH
2134,766,niwyH
8446,7610,zgxCN
3420,5713,ocHg
9118,1825,Ell
81,1501,WaS
2508,3008,rWsTG
1862,8628,VpS
6409,8626,Sz
2929,3764,AO
625,6822,Bu
5226,3050,gH
375,2708,Tbg
146,7736,dD
1977,2681,IV
5486,3833,aNXx
8187,7235,UzwEQ
1381,8239,VMr
2231,7325,OH
7421,8630,sJc
1325,7648,nYYzO
5902,8618,hn
3488,2258,TJH
3536,7826,jUPMU
4092,1875,BvCd
7942,9925,THX
8801,9514,hL
4684,6026,Do
8357,4369,XTv
5632,2263,ieR
3566,5305,MDfEm
3903,5015,rTgi
